Vantage Strata;Reid;ACT;Australia;True;50-200;4;86;0;False;None;None;None;b;established;https://vantagestrata.com.au/;['Real Estate']
IndusInd Bank;Mumbai;MH;India;True;>10000;12;29;0;False;None;None;None;u;established;https://www.indusind.com/;['Banking']
Inditex;;GA;Spain;True;>10000;48;31;0;False;None;None;None;u;None;https://www.inditex.com/;['Apparel & Fashion']
Fiveable;Milwaukee;WI;United States;True;10-50;46;29;0;False;None;{'__typename': 'FundingRound', 'id': 'cfcdbe52-e815-44c5-8ea3-dd3741a6f462', 'fundingType': 'series_a'};None;b;startup;https://fiveable.me;['E-Learning', 'Education', 'Higher Education', 'Secondary Education']
Indeed;Austin;TX;United States;True;>10000;151;88;0;False;None;{'__typename': 'FundingRound', 'id': '336649ab-94cb-4e54-b82a-1812b7c93cb1', 'fundingType': 'series_a'};None;u;established;https://www.indeed.com/;['Internet']
Siemens;Munich;BY;Germany;True;>10000;130;61;0;False;None;None;None;u;established;https://www.siemens.com/;['Manufacturing']
Major League Baseball;New York;NY;United States;True;1000-5000;21;10;0;False;None;None;None;u;None;http://mlb.com;['Sports']
Weaviate;Amsterdam;NH;Nederland;True;10-50;39;39;0;False;None;{'__typename': 'FundingRound', 'id': '1ab1bbf5-b5a8-40c7-9199-de0511402021', 'fundingType': 'series_a'};None;b;startup;https://weaviate.io/;['Cloud', 'Data', 'Enterprise Software', 'Open Source']
Bookee;Mountain View;CA;United States;True;10-50;48;43;0;False;None;{'__typename': 'FundingRound', 'id': '03fc75c2-cd14-48b9-a8f3-4730a4bebbc2', 'fundingType': 'pre_seed'};None;b;startup;https://www.bookeeapp.com/;['Health & Wellness', 'Software', 'Sports']
Raytheon Technologies;Waltham;MA;United States;True;>10000;132;34;0;False;None;None;None;u;None;https://www.rtx.com/;['Aviation & Aerospace']
Hilton Worldwide;McLean;VA;United States;True;>10000;100;25;0;False;None;None;None;u;established;https://www.hilton.com/en/corporate/;['Hotels & Hospitality']
Qantas;Mascot;NSW;Australia;True;>10000;20;18;0;False;None;None;None;u;None;http://qantas.com;['Aviation & Aerospace']
Lloyds Banking Group;London;England;United Kingdom;True;>10000;61;33;0;False;None;None;None;u;None;https://www.lloydsbankinggroup.com/;['Finance']
Sports Direct;Shirebrook;England;United Kingdom;True;>10000;11;7;0;False;None;None;None;u;None;http://sportsdirect.com;['Retail']
Blue Origin;Kent;WA;United States;True;1000-5000;39;33;0;False;None;{'__typename': 'FundingRound', 'id': '36cab901-02a2-4447-982d-46aa976f429f', 'fundingType': 'grant'};None;u;None;https://www.blueorigin.com/;['Military']
Vanguard;Valley Forge;PA;United States;True;>10000;55;27;0;False;None;None;None;u;established;http://vanguard.com;['Finance']
Mondelez International;Deerfield;IL;United States;True;>10000;74;27;0;False;None;None;None;u;established;https://www.mondelezinternational.com/;['Consumer', 'Food & Beverage', 'Manufacturing']
Safaricom;Nairobi;Nairobi County;Kenya;True;>10000;36;46;0;False;None;{'__typename': 'FundingRound', 'id': 'ff0cc069-5010-4067-a05b-d56183a61417', 'fundingType': 'post_ipo_secondary'};None;u;established;http://safaricom.co.ke;['Telecommunications']
BMO Financial Group;Toronto;ON;Canada;True;>10000;85;51;0;False;None;None;None;u;established;http://bmo.com;['Finance']
Prada Group;Milano;Lombardia;Italy;True;>10000;15;15;0;False;None;None;None;u;None;http://prada.com;['Apparel & Fashion']
Canva;Surry Hills;NSW;Australia;True;1000-5000;34;46;0;False;None;{'__typename': 'FundingRound', 'id': '71da0073-fff7-44cb-8dad-cdde1c886cbb', 'fundingType': 'venture'};None;u;established;http://www.canva.com;['Productivity', 'Software']
Lowe's;Mooresville;NC;United States;True;>10000;103;33;0;False;None;None;None;u;established;https://www.lowes.com/;['Retail']
Allstate;Northbrook;IL;United States;True;>10000;60;32;0;False;None;None;None;u;established;https://www.allstatecorporation.com/;['Insurance']
Verve Therapeutics;Cambridge;MA;United States;True;200-500;53;241;0;False;None;{'__typename': 'FundingRound', 'id': '4760b0e5-bdef-4256-b8f1-a72a77481aaa', 'fundingType': 'series_b'};None;u;None;https://www.vervetx.com/;['Biotechnology', 'Education']
Philip Morris International;New York;NY;United States;True;>10000;87;48;0;False;None;None;None;u;established;https://www.pmi.com;['Tobacco']
Royal Caribbean Cruises;Miami;FL;United States;True;5000-10000;32;22;0;False;None;None;None;u;None;http://www.rclcorporate.com/;['Travel & Leisure']
Chipotle Mexican Grill;Newport Beach;CA;United States;True;>10000;51;18;0;False;None;None;None;u;None;http://www.chipotle.com;['Restaurants']
System Soft Technologies;Tampa;FL;United States;True;500-1000;175;403;0;False;None;None;None;b;established;https://sstech.us/;['Software']
Chewy;Dania Beach;FL;United States;True;>10000;68;27;0;False;None;{'__typename': 'FundingRound', 'id': 'e5a891bc-19eb-428e-91ac-18dc72511b13', 'fundingType': 'series_f'};None;b;established;https://www.chewy.com/;['Consumer Goods', 'E-Commerce', 'Retail', 'Veterinary & Pet']
Bristol-Myers Squibb;Lawrence Township;NJ;United States;True;>10000;124;29;0;False;None;None;None;u;None;https://www.bms.com/;['Pharmaceutical']
CanteraVentures Family Office;None;None;None;None;10-50;1;47;0;False;None;None;None;b;established;https://www.canteraventures.com;[]
Workday;Pleasanton;CA;United States;True;>10000;268;125;0;False;None;{'__typename': 'FundingRound', 'id': 'e7ce942f-0e2a-4880-82d9-82c9e7a2d772', 'fundingType': 'series_c'};None;u;established;https://www.workday.com;['Cloud', 'Software', 'Staffing & Recruiting']
Lincoln Property Company;Dallas;TX;United States;True;5000-10000;2;59;0;False;None;None;None;u;None;https://www.lincolnapts.com/;['Real Estate']
Deloitte;Arlington;VA;United States;True;>10000;254;121;0;False;None;{'__typename': 'FundingRound', 'id': '76676e3c-38b6-4703-b66e-943f750904f9', 'fundingType': 'venture'};None;u;established;https://deloitte.com;['Cyber Security', 'Information Technology', 'IT Services']
FairPrice Group;Singapore;None;Singapore;True;>10000;7;25;0;False;None;None;None;u;None;https://www.fairprice.com.sg/;['Grocery']
Yashoda Hospitals;Hyderabad;Andhra Pradesh;India;True;1000-5000;0;3;0;False;None;None;None;u;None;https://www.yashodahospitals.com/;['Hospital']
IndiGo;Gurgaon;None;India;True;>10000;5;24;0;False;None;{'__typename': 'FundingRound', 'id': '69c7f0be-e150-4d88-bf62-2feccff52ce3', 'fundingType': 'post_ipo_equity'};None;u;None;https://www.goindigo.in/;['Aviation & Aerospace']
New Balance;Boston;MA;United States;True;1000-5000;25;31;0;False;None;{'__typename': 'FundingRound', 'id': 'b6f0de18-7acf-4e86-9249-c53d1a9a4f3b', 'fundingType': 'grant'};None;u;startup;http://www.newbalance.com;['Consumer', 'Consumer Goods']
Kenya Power;Nairobi;Nairobi County;Kenya;True;>10000;18;29;0;False;None;None;None;u;established;https://kplc.co.ke/;['Utilities']
KIPP DC Public Schools;Washington;DC;United States;True;1000-5000;201;721;0;False;None;None;None;b;other;https://www.kippdc.org/;['Education']
Philips;Amsterdam;NH;Netherlands;True;>10000;67;51;0;False;None;{'__typename': 'FundingRound', 'id': 'df1b49a3-51d6-4c34-b029-ff7d3fc41872', 'fundingType': 'venture'};None;u;established;https://www.philips.co.uk/;['Health Care']
Northrop Grumman;Falls Church;VA;United States;True;>10000;76;36;0;False;None;None;None;u;None;http://www.northropgrumman.com/;['Military']
Advent International;Boston;MA;United States;True;200-500;54;153;0;False;None;None;None;u;None;https://www.adventinternational.com/;['Finance']
Advent International;Boston;MA;United States;True;200-500;54;153;0;False;None;None;None;u;None;https://www.adventinternational.com/;['Finance']
Aritzia;Vancouver;BC;Canada;True;1000-5000;14;15;0;False;None;None;None;u;None;http://aritzia.com;['Retail']
McKesson;Irving;TX;United States;True;>10000;69;29;0;False;None;None;None;u;None;https://www.mckesson.com/;['Hospital']
Clayton Dubilier & Rice;New York;NY;United States;True;50-200;0;148;0;False;None;None;None;u;None;https://www.cdr-inc.com/;['Finance']
Cigna;Bloomfield;CT;United States;True;>10000;104;46;0;False;None;None;None;u;established;https://www.cigna.com/;['Health & Wellness']
Pizza Hut;Louisville;KY;United States;True;>10000;4;8;0;False;None;{'__typename': 'FundingRound', 'id': '96bc008b-dac7-4f35-8418-81c346843c5f', 'fundingType': 'debt_financing'};None;u;None;http://pizzahut.com;['Restaurants']
BNY Mellon;New York;NY;United States;True;>10000;138;44;0;False;None;{'__typename': 'FundingRound', 'id': 'ba5da083-9df7-45c8-a429-f8ab268059bd', 'fundingType': 'post_ipo_debt'};None;u;established;https://www.bnymellon.com/;['Finance']
Bharti Airtel;Gurugram;HR;India;True;>10000;52;17;0;False;None;None;None;u;established;https://www.airtel.com/;['Telecommunications']
U.S. Bank;Minneapolis;MN;United States;True;>10000;96;89;0;False;None;None;None;u;established;https://www.usbank.com/index.html;['Banking']
Tenaga Nasional Berhad;Kuala Lumpur;None;Malaysia;True;>10000;17;14;0;False;None;None;None;u;None;http://www.tnb.com.my;['Utilities']
Gojek;Jakarta;Jakarta;Indonesia;True;>10000;100;28;0;False;None;None;None;u;established;https://www.gojek.com/;['Delivery', 'Internet', 'Logistics & Supply Chain', 'Payments', 'Transportation']
Chick-fil-A;Atlanta;GA;United States;True;>10000;5;10;0;False;None;None;None;u;None;http://chick-fil-a.com;['Restaurants']
Absa Group;Johannesburg;GP;South Africa;True;>10000;33;28;0;False;None;None;None;u;startup;http://absa.co.za;['Finance']
Endeavor;Beverly Hills;CA;United States;True;5000-10000;21;41;0;False;None;None;None;u;None;http://endeavorco.com;['Media & Entertainment']
Aurora Cannabis;Edmonton;Alberta;Canada;True;1000-5000;2;16;0;False;None;{'__typename': 'FundingRound', 'id': 'bebf95a1-5384-4aa1-9b45-647a16b358d1', 'fundingType': 'post_ipo_equity'};None;u;None;https://www.auroramj.com/;['Pharmaceutical']
WWE;Stamford;CT;United States;True;500-1000;40;18;0;False;None;None;None;u;established;https://www.wwe.com/;['Media & Entertainment']
Moderna Therapeutics;Cambridge;MA;United States;True;1000-5000;82;40;0;False;None;{'__typename': 'FundingRound', 'id': 'e8c454ff-48a0-4db8-9357-2b3c6cff108e', 'fundingType': 'grant'};None;u;None;https://modernatx.com;['Biotechnology', 'Research']
Merck;Kenilworth;NJ;United States;True;>10000;145;33;0;False;None;{'__typename': 'FundingRound', 'id': 'bf20fa1f-1437-4f0b-9e35-aee7dc0d4e38', 'fundingType': 'series_b'};None;u;established;https://www.merck.com/;['Biotechnology', 'Health Care']
Sunway Construction;Petaling Jaya;Selangor;Malaysia;True;1000-5000;0;25;0;False;None;None;None;u;None;https://www.sunwayconstruction.com.my/;['Construction']
Roche;Basel;BS;Switzerland;True;>10000;145;44;0;False;None;None;None;u;established;None;[]
Moonton Games;Shanghai;Shanghai;China;True;500-1000;6;2;0;False;None;None;None;u;None;http://moonton.com;['Video Games']
Getir;Istanbul;Istanbul;Turkey;True;1000-5000;29;66;0;False;None;{'__typename': 'FundingRound', 'id': '3b269a5d-3418-4546-aeed-f5773aad2739', 'fundingType': 'series_e'};None;u;established;http://getir.com;['Internet', 'Logistics & Supply Chain']
GSK;Brentford;England;United Kingdom;True;>10000;128;27;0;False;None;None;None;u;established;https://www.gsk.com/;['Pharmaceutical']
JetBlue Airways;;NY;United States;True;>10000;83;40;0;False;None;None;None;u;established;http://jetblue.com;['Aviation & Aerospace']
Bayer;Leverkusen;NRW;Germany;True;>10000;109;87;0;False;None;None;None;u;None;https://www.bayer.com/;['Pharmaceutical']
Bechtel;Reston;VA;United States;True;>10000;66;56;0;False;None;None;None;u;None;http://bechtel.com;['Construction']
Micron Technology;Boise;ID;United States;True;>10000;76;32;0;False;None;{'__typename': 'FundingRound', 'id': '12fb90fd-145e-4177-8b5c-15f448b150ff', 'fundingType': 'post_ipo_equity'};None;u;None;https://www.micron.com;['Semiconductor']
BP;London;England;United Kingdom;True;>10000;105;24;0;False;None;{'__typename': 'FundingRound', 'id': '080dadc7-bd3a-48d0-bb44-cd582ca7dcab', 'fundingType': 'post_ipo_debt'};None;u;None;https://www.bp.com/;['Energy']
Tencent;Shenzhen;Guangdong;China;True;>10000;158;48;0;False;None;None;None;u;established;https://www.tencent.com/;['Internet']
NASA;Washington;DC;United States;True;>10000;782;358;0;False;None;None;None;u;other;http://nasa.gov;['Military']
Cargill;Wayzata;MN;United States;True;>10000;71;23;0;False;None;None;None;u;None;http://cargill.com;['Food & Beverage']
Crypto.com;;None;Singapore;True;1000-5000;51;42;0;False;None;None;None;u;startup;http://crypto.com;['Finance']
John Deere;Moline;IL;United States;True;>10000;40;20;0;False;None;None;None;u;None;https://www.deere.com/en/;['Industrial']
Sanofi;Paris;IDF;France;True;>10000;93;33;0;False;None;{'__typename': 'FundingRound', 'id': '0cb3882c-990c-4835-b6d1-e1a709981122', 'fundingType': 'venture'};None;u;established;https://www.sanofi.com/en/;['Biotechnology']
Audi;Herndon;VA;United States;True;>10000;76;25;0;False;None;None;None;u;None;http://www.audi.com;['Automotive']
Puma;Herzogenaurach;BY;Germany;True;>10000;24;13;0;False;None;None;None;u;None;http://us.puma.com;['Consumer Goods']
Twilio;San Francisco;CA;United States;True;5000-10000;415;109;0;False;None;{'__typename': 'FundingRound', 'id': 'bdd76cea-71da-440b-9a41-503b1615a1ad', 'fundingType': 'post_ipo_equity'};None;u;established;https://www.twilio.com;['Business Development', 'Email', 'Enterprise Software', 'Software']
Medtronic;Minneapolis;MN;United States;True;>10000;115;36;0;False;None;None;None;u;established;https://www.medtronic.com/;[]
Instacart;San Francisco;CA;United States;True;>10000;303;76;0;False;None;{'__typename': 'FundingRound', 'id': '9edf8823-2ba0-4d42-8f97-30076f6eb176', 'fundingType': 'venture'};None;u;startup;https://www.instacart.com;['E-Commerce', 'Grocery', 'Internet', 'Retail', 'Shopping']
AutoZone;Memphis;TN;United States;True;>10000;30;31;0;False;None;None;None;u;None;https://www.autozone.com;['Automotive']
Wilmar International;;None;Singapore;True;1000-5000;2;31;0;False;None;{'__typename': 'FundingRound', 'id': 'd0bdacb3-082e-4618-8652-ced90b9d577a', 'fundingType': 'post_ipo_equity'};None;u;None;https://www.wilmar-international.com/;['Food & Beverage']
Cruise Automation;San Francisco;CA;United States;True;1000-5000;53;28;0;False;None;{'__typename': 'FundingRound', 'id': '58359bac-c899-462a-9b57-3c6d3181abd9', 'fundingType': 'secondary_market'};None;u;startup;http://www.getcruise.com;['Automotive']
Tyson Foods;Springdale;AR;United States;True;>10000;62;31;0;False;None;None;None;u;None;https://www.tyson.com;['Food & Beverage']
CGI;Montréal;Québec;Canada;True;>10000;67;47;0;False;None;None;None;u;established;http://cgi.com;['Information Technology']
Nissan;Yokohama;Kanagawa;Japan;True;>10000;123;107;0;False;None;None;None;u;None;https://www.nissan-global.com/;['Automotive']
Hindustan Unilever Limited;Mumbai;MH;India;True;>10000;21;17;0;False;None;None;None;u;None;https://www.hul.co.in/;['Consumer Goods']
Urban Initiatives;Chicago;IL;United States;True;50-200;1;173;0;False;None;None;None;b;other;http://www.urbaninitiatives.org/;['Education', 'Non Profit']
NECA;Whippany;NJ;United States;True;200-500;0;30;0;False;None;None;None;u;None;https://www.neca.org/;['Family']
Insight Therapy Solutions;Las Vegas;NV;United States;True;50-200;42;64;0;False;None;None;None;b;established;https://www.insighttherapysolutions.com;['mHealth']
Metrolinx;Toronto;Ontario;Canada;True;1000-5000;2;25;0;False;None;None;None;u;None;http://www.metrolinx.com/;['Transportation']
LAB Group;Melbourne;VIC;Australia;True;10-50;86;38;0;False;None;{'__typename': 'FundingRound', 'id': 'f48cc757-56be-4664-8b97-1b72da99e2ea', 'fundingType': 'private_equity'};None;b;startup;https://labgroup.com.au/;['Software']
WSP;Montréal;QC;Canada;True;>10000;25;42;0;False;None;None;None;u;established;https://www.wsp.com/;['Engineering']
The Boring Company;Pflugerville;TX;United States;True;50-200;23;80;0;False;None;{'__typename': 'FundingRound', 'id': '2a56137e-3d9e-4ae1-9932-5d03b27f4fc3', 'fundingType': 'series_c'};None;u;None;https://www.boringcompany.com;['Engineering', 'Industrial']
1;None;None;None;None;None;1;0;0;False;None;None;None;u;established;None;[]
Anheuser-Busch InBev;Leuven;Flanders;Belgium;True;>10000;86;43;0;False;None;None;None;u;startup;http://www.ab-inbev.com/;['Consumer Goods']
GE Healthcare Systems;Chicago;IL;United States;True;>10000;65;27;0;False;None;{'__typename': 'FundingRound', 'id': '6ef0b23a-e4b4-4716-9e82-ed521bb67bca', 'fundingType': 'venture'};None;u;None;https://gehealthcare.com;['Health Care', 'Information Technology', 'Software']
Bank of Baroda;Sayaji Ganj;Baroda;India;True;>10000;3;15;0;False;None;None;None;u;None;http://bankofbaroda.com;['Banking']
DXC Technology;Ashburn;VA;United States;True;>10000;138;61;0;False;None;None;None;u;established;http://www.dxc.com/;['Information Technology']
Riot Games;Los Angeles;CA;United States;True;5000-10000;94;25;0;False;None;{'__typename': 'FundingRound', 'id': 'aa0c4b86-1d51-4ec2-8fa5-d6380549bffd', 'fundingType': 'venture'};None;u;established;http://riotgames.com;['Video Games']
Cognizant;Teaneck;NJ;United States;True;>10000;101;55;0;False;None;None;None;u;established;https://www.cognizant.com;['Information Technology']
Electronic Arts;Redwood City;CA;United States;True;>10000;95;27;0;False;None;None;None;u;established;https://www.ea.com;['Video Games']
Sea;;None;Singapore;True;1000-5000;24;10;0;False;None;{'__typename': 'FundingRound', 'id': 'f584728b-1493-43c7-9838-de10ff372a9e', 'fundingType': 'post_ipo_debt'};None;u;None;https://www.sea.com/home;['Internet']
Albertsons Companies;Boise;ID;United States;True;>10000;54;22;0;False;None;{'__typename': 'FundingRound', 'id': '322d0e24-ce25-4047-9e63-4544306763b8', 'fundingType': 'private_equity'};None;u;None;https://www.albertsonscompanies.com/;['Delivery', 'Food & Beverage']
Astro;Kuala Lumpur;Wilayah Persekutuan Kuala Lumpur;Malaysia;True;>10000;32;25;0;False;None;None;None;u;None;http://astro.com.my;['Media & Entertainment']
Walgreens Boots Alliance;Deerfield;IL;United States;True;>10000;89;27;0;False;None;None;None;u;established;https://www.walgreensbootsalliance.com/;['Pharmaceutical']
Tropicana;Petaling Jaya;Selangor;Malaysia;True;500-1000;0;31;0;False;None;None;None;u;None;https://www.tropicanacorp.com.my/;['Commercial Real Estate']
Decathlon Sports India;Bangalore;Karnataka;India;True;1000-5000;15;7;0;False;None;None;None;u;None;https://www.decathlon.in/;['Retail']
ComfortDelGro;Singapore;None;Singapore;True;>10000;2;24;0;False;None;None;None;u;None;https://www.comfortdelgro.com/;['Transportation']
Diageo;;England;United Kingdom;True;>10000;67;30;0;False;None;None;None;u;established;http://diageo.com;['Beer, Wine & Spirits']
Insense;New York;NY;Соединенные Штаты Америки;True;50-200;39;116;0;False;None;{'__typename': 'FundingRound', 'id': '8fbe097d-3440-4e46-a4f7-6f7013f9d118', 'fundingType': 'seed'};None;b;startup;https://insense.pro;['Information Technology']
Hewlett Packard Enterprise;Houston;TX;United States;True;>10000;246;97;0;False;None;None;None;u;established;https://hpe.com;['Cloud', 'Computing', 'Information Technology', 'IT Services']
Aon;London;England;United Kingdom;True;>10000;78;53;0;False;None;None;None;u;established;https://www.aon.com/;['Finance']
Aon;London;England;United Kingdom;True;>10000;78;53;0;False;None;None;None;u;established;https://www.aon.com/;['Finance']
Aon;London;England;United Kingdom;True;>10000;78;53;0;False;None;None;None;u;established;https://www.aon.com/;['Finance']
Sarasin & Partners;London;London, City of;United Kingdom;True;200-500;1;98;0;False;None;None;None;u;None;https://sarasinandpartners.com/;['Investment Management']
Costa Coffee;Dunstable;Central Bedfordshire;United Kingdom;True;>10000;11;8;0;False;None;None;None;u;None;http://costa.co.uk;['Food & Beverage']
San Francisco 49ers;Santa Clara;CA;United States;True;500-1000;20;231;0;False;None;None;None;u;None;https://www.49ers.com/;['Sports']
Commonwealth Bank of Australia;Sydney;NSW;Australia;True;>10000;33;23;0;False;None;None;None;u;None;https://www.commbank.com.au/;['Banking']
On;Zürich;Zürich;Switzerland;True;1000-5000;5;8;0;False;None;{'__typename': 'FundingRound', 'id': '14d9ef36-272d-4829-b9c5-c3df02d89e57', 'fundingType': 'venture'};None;u;established;http://on-running.com;['Consumer Goods']
CNN;Atlanta;GA;United States;True;1000-5000;75;16;0;False;None;None;None;u;None;https://www.cnn.com/;['Media & Entertainment']
HCA Healthcare;Nashville;TN;United States;True;>10000;30;41;0;False;None;None;None;u;established;https://hcahealthcare.com/;['Hospital']
Ola;Bengaluru;KA;India;True;5000-10000;61;16;0;False;None;None;None;u;None;https://www.olacabs.com/;['Internet']
Zillow Group;Seattle;WA;United States;True;5000-10000;217;111;0;False;None;None;None;u;established;https://www.zillowgroup.com/;['Real Estate']
NABU;None;None;None;None;50-200;6;124;0;False;None;None;None;b;other;https://www.nabu.org/;['Non Profit', 'Publishing']
BAE Systems;London;England;United Kingdom;True;>10000;53;28;0;False;None;{'__typename': 'FundingRound', 'id': '14f34b84-d82d-4b04-9c3b-2f6cbed756bb', 'fundingType': 'grant'};None;u;None;https://www.baesystems.com/en/home;['Military']
Loblaw;Brampton;ON;Canada;True;>10000;37;25;0;False;None;None;None;u;None;https://www.loblaw.ca/;['Retail']
Victoria's Secret & Co.;Columbus;OH;United States;True;>10000;1;17;0;False;None;None;None;u;established;https://www.victoriassecretandco.com/;['Retail']
Dollar General;Goodlettsville;TN;United States;True;>10000;29;20;0;False;None;None;None;u;None;https://www.dollargeneral.com/;['Retail']
British Heart Foundation;London;London, City of;United Kingdom;True;1000-5000;4;20;0;False;None;None;None;u;None;https://www.bhf.org.uk/;['Non Profit']
Cleveland Clinic;Cleveland;OH;United States;True;>10000;80;137;0;False;None;{'__typename': 'FundingRound', 'id': '550b72db-c4f6-4549-9aa8-20b36a4a0996', 'fundingType': 'venture'};None;u;None;http://clevelandclinic.org;['Hospital']
Allbirds;San Francisco;CA;United States;True;200-500;47;46;0;False;None;{'__typename': 'FundingRound', 'id': 'd2fb33c3-85ea-4124-bd66-ca4716984052', 'fundingType': 'series_e'};None;u;startup;https://www.allbirds.com/;['Apparel & Fashion']
Marks and Spencer;London;Greater London;United Kingdom;True;>10000;42;24;0;False;None;None;None;u;None;http://marksandspencer.com;['Retail']
Four Seasons;Toronto;ON;Canada;True;>10000;13;15;0;False;None;None;None;u;established;http://fourseasons.com;['Hotels & Hospitality']
Sanlam;Cape Town;WC;South Africa;True;>10000;11;31;0;False;None;None;None;u;established;http://sanlam.co.za;['Finance']
Sacramento Kings;Sacramento;CA;United States;True;1000-5000;8;75;0;False;None;None;None;u;None;http://kings.com;['Sports']
Epic Games;Cary;NC;United States;True;5000-10000;52;28;0;False;None;{'__typename': 'FundingRound', 'id': 'b934b4c9-4c79-44cf-8c04-c317e562e713', 'fundingType': 'secondary_market'};None;u;None;http://www.epicgames.com;['Video Games']
WestRock;Atlanta;GA;United States;True;>10000;29;35;0;False;None;None;None;u;None;https://www.westrock.com/;['Packaging Services']
Sequoia;Menlo Park;CA;United States;True;50-200;307;101;0;False;None;None;None;b;established;https://www.sequoiacap.com/;['Venture Capital']
DFI Retail Group;;Hong Kong Island;Hong Kong;True;>10000;7;18;0;False;None;None;None;u;established;http://www.dfiretailgroup.com;['Retail']
Under Armour;Baltimore;MD;United States;True;>10000;98;19;0;False;None;None;None;u;None;https://underarmour.com;['Consumer Goods']
Penguin Random House;New York;NY;United States;True;5000-10000;11;32;0;False;None;None;None;u;None;https://www.penguinrandomhouse.com/;['Publishing']
Telus;Vancouver;BC;Canada;True;>10000;81;37;0;False;None;{'__typename': 'FundingRound', 'id': 'a9d2c615-233d-4af1-ba28-bec722b23044', 'fundingType': 'grant'};None;u;established;http://www.telus.com;['Telecommunications']
Concentrix;Fremont;CA;United States;True;>10000;30;24;0;False;None;None;None;u;established;http://concentrix.com;['Consumer Services']
ClickUp;San Francisco;CA;United States;True;500-1000;52;65;0;False;None;{'__typename': 'FundingRound', 'id': 'e5a0fbc5-4a19-4a9c-b8eb-baa01726187e', 'fundingType': 'series_c'};None;u;startup;https://clickup.com/;['Software']
Hawthorne Residential Partners;Greensboro;NC;United States;True;500-1000;16;183;0;False;None;None;None;u;established;https://www.hrpliving.com/;['Real Estate']
Binance;;None;Malta;True;1000-5000;24;18;0;False;None;{'__typename': 'FundingRound', 'id': 'b05b8461-09b5-44b4-b147-fa111830323a', 'fundingType': 'venture'};None;u;startup;https://www.binance.com/;['Internet']
New York Yankees;Bronx;NY;United States;True;1000-5000;4;90;0;False;None;None;None;u;None;http://yankees.com;['Sports']
Mattel;El Segundo;CA;United States;True;5000-10000;36;24;0;False;None;None;None;u;None;https://www.mattel.com/;['Consumer Goods']
AutoUncle;Aarhus;None;Denmark;True;50-200;18;108;0;False;None;None;None;b;established;https://www.autouncle.com/;['Internet']
ASDA;Leeds;None;United Kingdom;True;>10000;17;16;0;False;None;None;None;u;None;https://www.asda.com/;['Retail']
Yeezy;;None;United States;True;50-200;1;7;0;False;None;None;None;u;None;https://yeezy.com/;['Apparel & Fashion']
Manchester United;Stretford;England;United Kingdom;True;500-1000;9;12;0;False;None;None;None;u;None;https://www.manutd.com/;['Sports']
Bosch;Gerlingen;Baden-Württemberg;Germany;True;>10000;56;20;0;False;None;None;None;u;None;http://bosch.com;['Engineering']
Klarna;Stockholm;Stockholm County;Sweden;True;5000-10000;152;71;0;False;None;{'__typename': 'FundingRound', 'id': '0c8db4ac-4660-4d87-ace7-9a6ede3e353b', 'fundingType': 'venture'};None;u;startup;http://www.klarna.com;['Finance']
Palo Alto Networks;Santa Clara;CA;United States;True;>10000;127;49;0;False;None;{'__typename': 'FundingRound', 'id': 'ecbf8a37-0f52-4eda-b93e-c2fdfdc571ce', 'fundingType': 'seed'};None;u;established;https://www.paloaltonetworks.com/;['Cyber Security', 'Information Technology', 'Security', 'Software']
Pinterest;San Francisco;CA;United States;True;1000-5000;334;63;0;False;None;{'__typename': 'FundingRound', 'id': 'd6099531-f769-4191-8046-c98851dc36c8', 'fundingType': 'post_ipo_equity'};None;u;established;https://pinterest.com;['Consumer', 'Internet']
LaSalle;Chicago;IL;United States;True;1000-5000;52;117;0;False;None;None;None;u;established;https://www.lasalle.com/;['Investment Management']
JUUL Labs;San Francisco;CA;United States;True;1000-5000;33;26;0;False;None;{'__typename': 'FundingRound', 'id': '4b4a8af6-4b1f-476c-851d-25fb61c9de6d', 'fundingType': 'venture'};None;u;None;https://juul.com;['Cloud', 'Internet', 'Software']
Inter-American Development Bank;Washington;DC;United States;True;5000-10000;11;31;0;False;None;None;None;u;other;http://iadb.org;['Business Development']
Los Rios Community College District;Sacramento;CA;United States;True;5000-10000;1;35;0;False;None;None;None;u;None;https://losrios.edu/;['Higher Education']
Vodafone;London;England;United Kingdom;True;>10000;107;28;0;False;None;{'__typename': 'FundingRound', 'id': 'b96f1da2-de38-4059-bfa2-84c19cded9e2', 'fundingType': 'post_ipo_equity'};None;u;established;http://vodafone.com;['Telecommunications']
NEXT;Leicester Le19;None;United Kingdom;True;>10000;10;10;0;False;None;None;None;u;None;https://www.nextplc.co.uk/;['Retail']
Omnicom Group;New York;NY;United States;True;>10000;24;29;0;False;None;None;None;u;None;https://www.omnicomgroup.com/;['Marketing']
DLF;New Delhi;DL;India;True;1000-5000;15;12;0;False;None;{'__typename': 'FundingRound', 'id': '59b31f35-72f4-4c57-a783-e97f66eca11a', 'fundingType': 'post_ipo_debt'};None;u;None;https://www.dlf.in/;['Real Estate']
Jaguar Land Rover;Coventry;West Midlands;United Kingdom;True;>10000;28;23;0;False;None;None;None;u;established;http://jaguarlandrover.com;['Automotive']
Nubank;São Paulo;SP;Brazil;True;5000-10000;118;61;0;False;None;{'__typename': 'FundingRound', 'id': '574ea935-f597-451b-b632-0bad2d5a23a7', 'fundingType': 'post_ipo_debt'};None;u;established;https://www.nubank.com.br;['Finance']
